Date,User,Tweet
2022-06-06 17:29:23+00:00,genericgranola,"Applied RL: Advanced deep learning customization of neural networks for RL based Algo trading https://t.co/u7HX4mTaoB #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/9Y1SD099oB"
2022-06-06 17:09:01+00:00,IntelAI,"Have you heard about our Cognitive Computing Research team? Read this post from VP and Director of Emergent AI Research Gadi Singer on how we drive innovation in machine intelligence, deep learning, and enter the new stage of cognitive AI. https://t.co/iUMnZutgZH https://t.co/iz4ky2zA9y"
2022-06-06 16:22:03+00:00,labvault,The Difference between Machine Learning and Deep Learning https://t.co/8jJoWQqWhE #ml #machinelearning #ai #artificialintelligence
2022-06-06 16:06:33+00:00,hudson_chatbots,"Artificial Intelligence, Machine Learning VS. Deep Learning @motorcycletwitt #AI #SelfDrivingCars #IoT #ConnectedCar #WearableTech https://t.co/YUAKF97YNU https://t.co/EpsCycuhq0"
2022-06-06 16:00:06+00:00,labvault,The Difference between Machine Learning and Deep Learning https://t.co/KZmFnIBZ10 #ai #artificialintelligence
2022-06-06 15:49:36+00:00,MayoCancerCare,"Bharat Nandakumar, M.B.B.S., presents at #ASCO: ""Is There a Ghost in the Machine? Putting AI To Work."" @MayoRadiology's AI group developed an innovative approach using deep learning technology to identify #sarcopenia in #MultipleMyeloma patients w/ high levels of accuracy. https://t.co/TMP4uubdc3"
2022-06-06 14:22:36+00:00,FikciaMondo,"Machines simulating human behavior. 🤖
GPT-3 is an AI lenguaje model that uses deep learning to produce human-like text.🧠 https://t.co/LnIU3IaKUk"
2022-06-06 12:55:01+00:00,GoQuantra,"The way machines learn to recognize things on behalf of humans is always intriguing. 
Here is a #Thread 🧵 on applications of deep learning. 

#deeplearning #imagerecognition #nlp #automation #deeplearningalgorithms #Tesla #AI #Threads https://t.co/TOzGUYjYjt"
2022-06-06 12:01:10+00:00,Pangaea_X_,"According to Google's AI Blogs, Google’s Deep Learning machine learning program is accurate 89% of the time in detecting breast cancer. That’s much more effective compared to pathologists at 74%. 
#Google #GoogleAI #artificialintelligence #machinelearning #ML #GoogleDeepLearning https://t.co/QnlWRWDDOL"
2022-06-06 11:43:33+00:00,AryBandung,"@Didiek09165668 Komputasi kuantum lebih kepada proses komputasi super cepat. Tapi diperlukan kombinasi bidang lain.
Dgn AI, machine learning, deep learning, dll untuk bisa kena ke aplikasi spesifiknya"
2022-06-06 09:44:38+00:00,genericgranola,"Computer Vision, Deep Learning and Object Detection https://t.co/MOLdoEjwpa #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/7W3L4fqzQU"
2022-06-06 08:28:54+00:00,Ooh25464197,"AI: Perbedaan AI, ML (Machine Learning), dan DL (Deep Learning) https://t.co/m39yAZQilo lewat @YouTube"
2022-06-06 04:39:32+00:00,genericgranola,"YOLO v3 in deep learning? https://t.co/xHwGvItUxx #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/bWT4tafDlo"
2022-06-06 02:41:49+00:00,shroffpub,"Now Available, @OReillyMedia Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms 2/e by Nithin Buduma
(@nbdma1), Nikhil Buduma (@nkbuduma) &amp; Joe Papa. Order from @shroffpub &amp; avail 10% disc. w/free shipping.
https://t.co/uC2imZ4z8M #DL #AI #ML https://t.co/V2uI4ebQzT"
2022-06-05 23:28:35+00:00,BenefitsMind,"""âAnd it really got me thinking about all the other applications that might be possible if we can run, especially all these new machine learning, deep learning approaches.”Â Â #ai #technology #BigData #ML"" https://t.co/39ylyMdxeO"
2022-06-05 23:14:08+00:00,genericgranola,"Intro to Deep Learning — Part 2 https://t.co/8PPhdVpCYj #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/N1Igjh4iav"
2022-06-05 12:44:34+00:00,patrickfan529,@hanqi_ecoblock ai deep learning machine learning blockchain 当时写过一篇工业4.0的论文，这也是我玩stepn的原因
2022-06-05 07:24:03+00:00,Tech_on_Edge,"Most tweeted articles today in Deep Learning:
- The Difference between Machine Learning and Deep Learning, #AI #bigdata #ArtificialIntelligence #neuralnetworks
Read all new articles on: https://t.co/9Zxi644ZyJ ,
    https://t.co/QqErty0mgW"
2022-06-05 07:14:52+00:00,alsaai_eth,"The use of blockchain can provide various merits, such as transparency, data integrity, and enhanced security.

Blockchain can be used to ensure the integrity of shared data or models that would be used by AI, including deep learning and many machine learning techniques."
2022-06-05 06:39:19+00:00,genericgranola,"Some common misconceptions about deep learning https://t.co/TTivpfmFfA #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/M0YpTEXyYd"
2022-06-05 06:34:18+00:00,genericgranola,"Some common misconceptions about deep learning https://t.co/TTivpfmFfA #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/BvEUJSGHQF"
2022-06-05 06:19:57+00:00,genericgranola,"Road To Deep Learning workshops by Intelligence Computational Institute thanks to Google AI award https://t.co/QNxsUdUIaS #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elba… https://t.co/I5HWCrKRr2"
2022-06-05 02:19:21+00:00,KanNaja62759035,AI : Artificial Intelligence =&gt; Machine learning =&gt; Deep learning ✌️👍☺️ https://t.co/iqFbAZ4boA
2022-06-05 02:05:11+00:00,comidoc,"Machine learning &amp; AI Hands on 3 Projects.  
2 hours | 231485 students  | September 2020 release 

🆓 LINK =&gt; https://t.co/YgGXb4Ebjq 

#Udemy #Inteligencia #artificial #Aprendizaje #automático #Deep #Learning https://t.co/PBeBDehHdj"
2022-06-05 01:49:47+00:00,genericgranola,"The Difference between Machine Learning and Deep Learning https://t.co/jDdsEUIeyi #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/pC6NSwPMgQ"
2022-06-05 01:44:46+00:00,genericgranola,"The Difference between Machine Learning and Deep Learning https://t.co/jDdsEUIeyi #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/HhSRauZ1nJ"
2022-06-04 21:24:42+00:00,genericgranola,"Identifying Cyber Threats Before They Happen: Deep Learning https://t.co/PU7GHFmAVx #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/ezpeZbqfUx"
2022-06-04 18:50:28+00:00,Opssy,"@TheOnlyIbukun Machine Learning is a sub domain of AI.
Would rather be Neural Networks or Deep learning."
2022-06-04 11:34:11+00:00,genericgranola,"Transposed Convolutions (Deep Learning) https://t.co/SN0NbSUiJT #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/hW0AhezMzi"
2022-06-04 10:39:40+00:00,genericgranola,"Deep Knowledge and Deep Learning https://t.co/PVdeom3Fm9 #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/I4ge0Daqze"
2022-06-04 10:29:38+00:00,genericgranola,"Deep Knowledge and Deep Learning https://t.co/PVdeom3Fm9 #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/k0WST00o1t"
2022-06-04 09:04:20+00:00,genericgranola,"Deep learning in digital health at Scale https://t.co/j3zV7yV1UO #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/GcHoKqO0Y7"
2022-06-04 07:25:52+00:00,texam_i,IBM AI Engineering Professional Certificate | Launch your career as an AI engineer. Learn how to provide business insights from big data using machine learning and deep learning techniques. https://t.co/NDd7kXCTkW via @pinterest
2022-06-04 04:26:17+00:00,gambhir_sharma,"💠PyTorch

Released in 20116, PyTorch is free, open-source,&amp; the largest machine learning library developed by Facebook's AI Research Lab. It is based on Torch , an open-source deep-learning library implemented in C with a wrapper in Lua. It is every data science's favorite tool."
2022-06-04 04:26:16+00:00,gambhir_sharma,"💠TensorFlow

TensorFlow is an open-source deep learning and machine learning library developed by Google Brain. It was released in the year 2015 when Theano and Caffe were the popular deep learning frameworks. TensorFlow is a part of most of Google's AI &amp; ML applications."
2022-06-03 21:09:33+00:00,genericgranola,"Using Deep Learning to Predict Gentrification https://t.co/FyBC7G7k1w #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/IecxIJy4Uk"
2022-06-03 19:15:44+00:00,BenefitsMind,"""Machine learning is not usually associated with hardware, even though a number of phones and cameras for example, have embedded deep learning models within them. #ai #technology #BigData #ML"" https://t.co/39ylyMdxeO"
2022-06-03 15:49:39+00:00,genericgranola,"Deep learning https://t.co/oWET2GETwW #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/mq8HYndKt3"
2022-06-03 14:44:18+00:00,genericgranola,"TensorFlow Template for Deep Learning Beginners https://t.co/snQ55bjSsw #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/yhgCI9WXOM"
2022-06-03 13:16:23+00:00,talentsprint,"Trees are a form of architecture in AI used across tasks, gaming &amp; predictive modelling approaches.

Check out our Artificial Intelligence, Machine Learning, Deep Learning programs.

Visit https://t.co/kZOuP5Cq6v

#BehaviourTree #BinaryTree
#DecisionTree #FastAndFrugalTree https://t.co/i4T75ZJ2a3"
2022-06-03 11:10:24+00:00,genericgranola,"Dilated Convolutions ( Deep Learning) https://t.co/x8CVpANo0W #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/zzGLVoSWUc"
2022-06-03 10:26:46+00:00,Neurons_AI,AI hardware thermal management: Cooling optimization for a deep learning machine - Deep https://t.co/KLnslhjI7B #deeplearning #intoAInews
2022-06-03 09:00:52+00:00,UM_IDS,"✋IDS is HIRING!👇

We are looking for a post-doctoral researcher to work on projects in the application of data science and AI methods, esp. semantic web and machine learning/deep learning methods.

View vacancy &amp; apply: https://t.co/h1QprZrZGM

#umdatascience #datasciencejobs https://t.co/IjybAlWKiY"
2022-06-03 08:17:37+00:00,tycgis,"🌐➡ ¿Cuáles son las diferencias entre Data Science, Machine Learning, Deep Learning y Artificial Intelligence? 

Leer más: https://t.co/Sbc9h1ItOg

#datascience #deeplearning #machinelearning #AI #SIG https://t.co/rIyTZEtzb7"
2022-06-03 08:09:07+00:00,genericgranola,"Deep Learning Market Healthy Pace throughout the Forecast during 2020–2030 https://t.co/jHWkodBXCp #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/2ahLTwuMSl"
2022-06-03 05:02:29+00:00,iamjallah,"It's day 2 of #30DaysofDataScience and we’re discussing the buzziest topic in data science: Machine Learning! I cover supervised and unsupervised machine learning, clustering, time series prediction, natural language processing, deep learning, and explainable AI. #jasdsjourney"
2022-06-03 03:13:07+00:00,Rap_Master_1_,"Installing Like Mad mf...
I hope this sh** don't brick yo.
(programmed a pi** sound sytem based on AI and Machine Learning/ deep learning and other shit.) https://t.co/aiUztDjhbB"
2022-06-03 00:37:33+00:00,leggystarscream,"@HamOfJustice So, let's start with why things suck:

Machine Learning (and more specifically Deep Learning)  need the massive pile of examples of things to train on. So, when your AI system knows what's Good and what Isn't, it will often Spit Out what it knows works."
2022-06-02 23:16:16+00:00,Trundl_inc,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/KaNNGKqOP9 https://t.co/PBH2KZ2zgQ
2022-06-02 23:15:57+00:00,HighwayThree,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/ry9GOm16Gn https://t.co/Qlu8WvBCOd
2022-06-02 23:14:41+00:00,joshualeeharris,Gary Smith has done really good work showing that goofy PHIL 101 mistakes about what (machine/deep learning) AI is and what it can do sometimes leads to really bad results. Lots of funny examples in this talk: https://t.co/zImBP0PpCV
2022-06-02 22:15:55+00:00,releaseteam,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/8yCbIWm9ff https://t.co/oK3E3q9ccY
2022-06-02 22:15:27+00:00,renwareinc,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/iwdqKwf9J3 https://t.co/7U7S3kdzEj
2022-06-02 22:08:00+00:00,stew_ilondanga,"Deep learning can be quite computationally expensive, so you need to have a powerful machine if you want to use it. #gainwithstewartilondanga #AI"
2022-06-02 21:16:27+00:00,dr_jira,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/qk8FnuCuG5 https://t.co/wzW14DdDk8
2022-06-02 21:15:26+00:00,vtpmo,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/NWKsnAzKqH https://t.co/UVj4RiWxHc
2022-06-02 20:16:23+00:00,DragonAgile,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/Md9OKg0vJ7 https://t.co/IPIpLdOvvY
2022-06-02 20:16:18+00:00,agiletbz,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/cqLss4WTDU https://t.co/70Ov6Tzp9Q
2022-06-02 20:15:44+00:00,StackIntl,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/2daYqBfKhS https://t.co/LfTEhpjmw7
2022-06-02 18:16:16+00:00,CentricData1,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/2VHZcO3Q6b https://t.co/zOZBKkYCRT
2022-06-02 16:17:03+00:00,asafkivity,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/cc5lRGMQgu https://t.co/ngljCW0vvj
2022-06-02 16:16:48+00:00,lifeincodes,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/idRb37nob0 https://t.co/4NNCyvsBYV
2022-06-02 16:16:18+00:00,SpectrumgrpUK,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/9S2pA1eTkX https://t.co/FmHRfUkSXN
2022-06-02 16:15:51+00:00,aptivous,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/BcraZrdbWm https://t.co/mkQc5PMwBY
2022-06-02 15:01:04+00:00,_Yougig_,"1) Quicker and extensive development

AI used along with machine learning/deep learning can speed up software testing and automate testing, which allows software testers to devote time to other activities. There are other benefits too. Along with saving time and resources."
2022-06-02 14:16:25+00:00,DotModus,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/agE3vbNAw0 https://t.co/OljgOufmA4
2022-06-02 14:16:01+00:00,Vates_SA,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/hOtARWqrBb https://t.co/CIrOtkrWvu
2022-06-02 14:15:56+00:00,OVYKA,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/sqdFiVVDUj https://t.co/qKAaLlw0dl
2022-06-02 14:15:39+00:00,Vates_SA,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/TbxXSFyWEc https://t.co/2GXMUXQPc5
2022-06-02 12:42:13+00:00,ColumnIt,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/WdZdnx9CwV https://t.co/U50cROF0fj
2022-06-02 12:16:01+00:00,VellahKigwiru,"Artificial intelligence, machine learning, deep learning, deep fake technology, etc. How can Africa benefit from these technological advancements and how can we address the risks. Africans suffer most from AI. bias..@lawyershubkenya @BonyoLinda @afronomicslaw https://t.co/6nPr8mUlEG"
2022-06-02 10:45:58+00:00,CRGSolutionsIND,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/dUw4elGMKt https://t.co/4a7uY89KDA
2022-06-02 10:45:42+00:00,padahsolutions,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/emNG41EDK2 https://t.co/tLgfDKbnGs
2022-06-02 10:45:41+00:00,SERVILO_TECH,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/YpqKKXLMfQ https://t.co/Osyvmf4vj6
2022-06-02 10:45:33+00:00,devtools_in,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/Nk99nkuxHV https://t.co/in6wbYLt8u
2022-06-02 09:02:33+00:00,GoQuantra,"Deep Learning plays an important role in Finance &amp; is a subfield of Machine Learning. #DeepLearning is a part of #Artificialintelligence that provides the output for even extremely complex inputs. 

#MachineLearning #autonomos #AI https://t.co/vTybrQRujd"
2022-06-02 08:59:08+00:00,genericgranola,"IMPLEMENTING A DEEP-LEARNING MODEL ON A SELF-DRIVING CAR https://t.co/0ko6oDul6l #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/DdLqkragMJ"
2022-06-02 08:40:01+00:00,SupplyChainBlog,Whoever becomes the leader in artificial intelligence will become the ruler of the world. Vladimir Putin https://t.co/lLQX94Hw0r #AI #singularity #robotics #robot #humanoid #machine #deep #learning #python #russia #USSR #WWIII
2022-06-02 06:16:14+00:00,BurninghamMark,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/Eh8ThUJN2s https://t.co/VdiZQX4j1d
2022-06-02 06:15:37+00:00,Systemology,Deep learning is wntwined in more aspects of life than you think. Learn how it fits into the wider field of machine learning and how one might get started. #ml #ai #robotics #innovation https://t.co/F15AD956XR https://t.co/HGY8b6iqog
2022-06-02 04:41:26+00:00,Sauravagarwa1,"Calling users and talking to them daily for fifteen minutes is the fastest way I've gathered the most amount of actionable insights - Not machine learning/deep learning.

#ai #strartup #healthcare"
2022-06-02 04:29:57+00:00,AryBandung,"Sistem AI didukung oleh algoritma yg memakai teknik yg mencakup machine learning, deep learning, dan bbrp hal lainnya. Algoritme machine learning dimaksudkan untuk sediakan data ke sistem AI, dgn memanfaatkan teknik statistik sehingga memungkinkan sistem AI untuk belajar.

#AI"
2022-06-02 03:50:00+00:00,stew_ilondanga,"Deep learning has been shown to be extremely effective for tasks such as image recognition, speech recognition, and natural language processing. It has also been used to improve the performance of machine learning algorithms #gainwithstewartilondanga #AI"
2022-06-02 03:07:57+00:00,anamikaguptaa,"At RV-AI, we offer a range of AI and Machine Learning online courses in India: Advance Diploma In Artificial Intelligence - Machine Learning &amp; Deep Learning, Certificate Course In Python Programming.
#AITraining #machinelearning #artificialintelligence 
https://t.co/1HjNYBy8xK https://t.co/ad06WOsDly"
2022-06-02 02:15:44+00:00,ai_summary,ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code: 500 AI Machine learning Deep learning Computer vision NLP Projects with code #ComputerVision #DeepLearning #MachineLearning https://t.co/bggKmlwfz4
2022-06-02 00:24:42+00:00,genericgranola,"Where I Find My Deep Learning News (2022 Update) https://t.co/SKW4RF3Lhu #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/f7wzWBLmI9"
2022-06-01 23:47:00+00:00,stew_ilondanga,Deep learning is a subset of machine learning that uses neural networks to learn how to model complex data. #gainwithstewartilondanga #AI
2022-06-01 22:44:46+00:00,genericgranola,"Uma breve introdução ao Deep Learning https://t.co/cokBoCFoh8 #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/ygKt2oWuI8"
2022-06-01 18:32:56+00:00,WebHostingSaver,"Check the Online Course: Deep Learning - Use TenserFlow to take Machine Learning to the next level. by @kaggle added to https://t.co/LBpwxU25Gs

#TenserFlow #FreeOnlineCourse #AI #DeepLearning #MachineLearning #Developers #100DaysOfMLCode https://t.co/wNkxpOBqcA"
2022-06-01 18:09:08+00:00,genericgranola,"DeepPass — Finding Passwords With Deep Learning https://t.co/GMEicRK3ua #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/p1WSErqGDe"
2022-06-01 18:06:47+00:00,Blade88668821,"@LaRevoltee79 @RuhaultN @Nath29021 @LaColitruche Ça dépend ki programme/paramètre l'IA et modélisera les données. Au départ, des humains. 
Avec le deep learning/machine learning etc, l'IA saura ""grandir"" en autonomie.... et ki surveillera ? Bad trip ? 
Qt aux toubibs : j'ai suffisamment bossé en viro, cancéro... 80/20"
2022-06-01 16:31:42+00:00,SuriyaSubraman,"Heard on the Street – 6/1/2022 - insideBIGDATA: We invite submissions with a focus on our favored technology topics areas: big data, data science, machine learning, AI and deep learning. Enjoy! The ... https://t.co/hWNRGOhMK7 #bigdata #cdo #cto"
2022-06-01 16:28:42+00:00,YuvalLeshem,"High Tech Jobs in Israel 24/7 
#Data Scientist -machine / deep learning
#BigData infrastructure -Java
AI application engineer -Java /R/matlab
#FrontEnd Lead-react / angular
#QA automation Lead
Payment Approval Representative
https://t.co/xgiPepz3Ys"
2022-06-01 16:23:36+00:00,Intersect360,"""Not all of AI is Machine Learning or Deep Learning, and not all of Machine Learning or Deep Learning is AI or Machine Intelligence.""

-Thomas Sterling

#ISC22 @ISChpc #HPC #AI https://t.co/X0TBG5loK8"
2022-06-01 16:00:34+00:00,DigiCatapult,"🏆Machine Intelligence Garage offers the best technical support and guidance on the responsible adoption of AI &amp; ML for startups. 

🖥️ From access to deep learning servers &amp; specialist equipment get your business investment ready and apply today: https://t.co/1TwpjlW7MD https://t.co/tD1DySeN1n"
2022-06-01 12:26:23+00:00,AnneMiekVroom,"@Gert_van_Dijk Nee, als het ook om AI mag gaan. Deep learning zou ertoe kunnen leiden dat machines nauwkeurige uitkomsten geven op basis waarvan mensen vervolgens in de context kunnen beslissen. Dit kunnen arts en patiënt zijn, maar mogelijk ook andere betrokkenen."
2022-06-01 11:42:48+00:00,sadiqa33008846,#pakdatascience I have almost done python ka chilla cordanics and done Ms in deep learning looking for machines learning or AI jobs
2022-06-01 07:54:14+00:00,AIconference,"RT goskascience The AI era is here: Deep learning model to detect pneumonia in chest x-rays works out which x-ray machine was used to take the picture; that, in turn, is predictive of whether the image contains signs of pneumonia. Zech et al, 2018 https://t.co/hmAE0X4UI3"
2022-06-01 07:09:12+00:00,goskascience,"The AI era is here: Deep learning model to detect pneumonia in chest x-rays works out which x-ray machine was used to take the picture; that, in turn, is predictive of whether the image contains signs of pneumonia. Zech et al, 2018 https://t.co/If96TtCXL7"
2022-06-01 06:57:00+00:00,stew_ilondanga,"Neural networks reflect the behavior of the human brain, allowing computer programs to recognize patterns and solve common problems in the fields of AI, machine learning, and deep learning. #gainwithstewartilondanga #AI"
2022-06-01 03:55:00+00:00,stew_ilondanga,Deep learning is a collection of statistical techniques of machine learning for learning feature hierarchies that are based on artificial neural networks. #gainwithstewartilondanga #AI
2022-06-01 02:52:00+00:00,stew_ilondanga,Deep learning can be considered as a subset of machine learning. #gainwithstewartilondanga #AI #MachineLearning
2022-05-31 23:19:58+00:00,genericgranola,"What Is the Key Difference Between AI, Machine Learning and Deep Learning? https://t.co/J2mYjwBWxt #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/HgxIVwCUtp"
2022-05-31 22:49:47+00:00,genericgranola,"What Is the Difference Between Deep Learning and Cognitive Neuroscience https://t.co/t9JiqEdJ3a #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/u5hFXX5Tgt"
2022-05-31 22:44:20+00:00,genericgranola,"12 Benefits of Using Deep Learning for Business Automation https://t.co/9n48Gh82zJ #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/kSMxfUeaBT"
2022-05-31 22:34:45+00:00,BenefitsMind,"""âAnd it really got me thinking about all the other applications that might be possible if we can run, especially all these new machine learning, deep learning approaches.”Â Â #ai #technology #BigData #ML"" https://t.co/39ylyMdxeO"
2022-05-31 22:24:14+00:00,genericgranola,"What Is the Difference Between Deep Learning and Usual Machine Learning? https://t.co/ueh9QIjFQ8 #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/wA2Hv2PLY7"
2022-05-31 22:09:36+00:00,genericgranola,"Innovative Research Papers based on Geometric Deep Learning part1 https://t.co/uVuWCgQ3SR #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/QzUKFenHdN"
2022-05-31 21:14:37+00:00,genericgranola,"Deep Learning is the Future https://t.co/oAfXWL4D4W #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/M98QtkUykq"
